행정구역,동읍면,연령,계,남자,여자
수성구,고산1동,40~44세,"2,238",962,"1,276"
수성구,고산1동,45~49세,"2,752","1,222","1,530"
수성구,고산1동,50~54세,"3,213","1,452","1,761"
수성구,고산1동,55~59세,"2,880","1,353","1,527"
수성구,고산1동,60~64세,"2,544","1,197","1,347"
수성구,고산1동,65~69세,"1,877",957,920
수성구,고산1동,70~74세,"1,091",514,577
수성구,고산1동,75~79세,798,339,459
수성구,고산1동,80~84세,613,246,367
수성구,고산1동,85~89세,380,144,236
수성구,고산1동,90~94세,115,24,91
수성구,고산1동,95~99세,24,6,18
수성구,고산1동,100세이상,1,-,1
수성구,고산2동,0~4세,643,330,313
수성구,고산2동,5~9세,"1,097",572,525
수성구,고산2동,10~14세,"1,344",692,652
수성구,고산2동,15~19세,"1,438",774,664
수성구,고산2동,20~24세,"1,560",892,668
수성구,고산2동,25~29세,"1,495",811,684
수성구,고산2동,30~34세,"1,513",803,710
수성구,고산2동,35~39세,"1,434",752,682
수성구,고산2동,40~44세,"1,779",833,946
수성구,고산2동,45~49세,"1,979",896,"1,083"
수성구,고산2동,50~54세,"2,578","1,215","1,363"
수성구,고산2동,55~59세,"2,367","1,135","1,232"
수성구,고산2동,60~64세,"2,163","1,031","1,132"
수성구,고산2동,65~69세,"1,803",864,939
수성구,고산2동,70~74세,"1,134",522,612
수성구,고산2동,75~79세,820,350,470
수성구,고산2동,80~84세,600,245,355
수성구,고산2동,85~89세,376,131,245
수성구,고산2동,90~94세,123,47,76
수성구,고산2동,95~99세,25,6,19
수성구,고산2동,100세이상,3,1,2
수성구,고산3동,0~4세,477,244,233
수성구,고산3동,5~9세,"1,005",533,472
수성구,고산3동,10~14세,"1,514",797,717
수성구,고산3동,15~19세,"1,767",946,821
수성구,고산3동,20~24세,"1,954","1,069",885
수성구,고산3동,25~29세,"1,791",927,864
수성구,고산3동,30~34세,"1,528",800,728
수성구,고산3동,35~39세,"1,339",647,692
수성구,고산3동,40~44세,"1,859",849,"1,010"
수성구,고산3동,45~49세,"2,267",994,"1,273"
수성구,고산3동,50~54세,"3,072","1,325","1,747"
수성구,고산3동,55~59세,"3,193","1,469","1,724"
수성구,고산3동,60~64세,"2,761","1,392","1,369"
수성구,고산3동,65~69세,"1,965",979,986
수성구,고산3동,70~74세,"1,211",544,667
수성구,고산3동,75~79세,864,342,522
수성구,고산3동,80~84세,787,284,503
수성구,고산3동,85~89세,482,154,328
수성구,고산3동,90~94세,176,52,124
수성구,고산3동,95~99세,33,2,31
수성구,고산3동,100세이상,1,-,1
달서구,소계,0~4세,"10,920","5,623","5,297"
달서구,소계,5~9세,"18,626","9,546","9,080"
달서구,소계,10~14세,"24,270","12,308","11,962"
달서구,소계,15~19세,"25,032","12,848","12,184"
달서구,소계,20~24세,"29,817","15,582","14,235"
달서구,소계,25~29세,"32,827","17,335","15,492"
달서구,소계,30~34세,"32,303","17,620","14,683"
달서구,소계,35~39세,"28,169","14,896","13,273"
달서구,소계,40~44세,"36,102","17,799","18,303"
달서구,소계,45~49세,"39,229","19,034","20,195"
달서구,소계,50~54세,"47,887","22,996","24,891"
달서구,소계,55~59세,"49,273","23,510","25,763"
달서구,소계,60~64세,"47,117","22,652","24,465"
달서구,소계,65~69세,"37,979","18,087","19,892"
달서구,소계,70~74세,"24,865","11,399","13,466"
달서구,소계,75~79세,"16,529","7,305","9,224"
달서구,소계,80~84세,"11,967","4,607","7,360"
달서구,소계,85~89세,"6,634","2,084","4,550"
달서구,소계,90~94세,"2,053",508,"1,545"
달서구,소계,95~99세,382,67,315
달서구,소계,100세이상,40,7,33
달서구,성당동,0~4세,303,145,158
달서구,성당동,5~9세,612,315,297
달서구,성당동,10~14세,973,450,523
달서구,성당동,15~19세,866,404,462
달서구,성당동,20~24세,891,430,461
달서구,성당동,25~29세,"1,168",590,578
달서구,성당동,30~34세,"1,129",627,502
달서구,성당동,35~39세,"1,009",543,466
달서구,성당동,40~44세,"1,420",708,712
달서구,성당동,45~49세,"1,591",824,767
달서구,성당동,50~54세,"1,742",913,829
달서구,성당동,55~59세,"1,911",925,986
달서구,성당동,60~64세,"2,049",973,"1,076"
달서구,성당동,65~69세,"1,869",870,999
달서구,성당동,70~74세,"1,412",640,772
달서구,성당동,75~79세,955,432,523
달서구,성당동,80~84세,663,265,398
달서구,성당동,85~89세,381,122,259
달서구,성당동,90~94세,97,17,80
달서구,성당동,95~99세,14,3,11
달서구,성당동,100세이상,4,-,4
달서구,두류1·2동,0~4세,249,123,126
달서구,두류1·2동,5~9세,285,149,136
달서구,두류1·2동,10~14세,315,167,148
달서구,두류1·2동,15~19세,344,166,178
달서구,두류1·2동,20~24세,691,297,394
달서구,두류1·2동,25~29세,"1,239",588,651
달서구,두류1·2동,30~34세,"1,249",654,595
달서구,두류1·2동,35~39세,873,482,391
달서구,두류1·2동,40~44세,906,494,412
달서구,두류1·2동,45~49세,823,466,357
달서구,두류1·2동,50~54세,"1,053",572,481
달서구,두류1·2동,55~59세,"1,227",626,601
달서구,두류1·2동,60~64세,"1,306",614,692
달서구,두류1·2동,65~69세,"1,248",600,648
달서구,두류1·2동,70~74세,905,383,522
달서구,두류1·2동,75~79세,678,290,388
달서구,두류1·2동,80~84세,563,232,331
달서구,두류1·2동,85~89세,259,79,180
달서구,두류1·2동,90~94세,61,12,49
달서구,두류1·2동,95~99세,14,2,12
달서구,두류1·2동,100세이상,-,-,-
달서구,두류3동,0~4세,147,77,70
달서구,두류3동,5~9세,207,113,94
달서구,두류3동,10~14세,262,132,130
달서구,두류3동,15~19세,309,149,160
달서구,두류3동,20~24세,394,186,208
달서구,두류3동,25~29세,631,330,301
달서구,두류3동,30~34세,574,315,259
달서구,두류3동,35~39세,464,258,206
달서구,두류3동,40~44세,526,260,266
달서구,두류3동,45~49세,520,251,269
달서구,두류3동,50~54세,695,343,352
달서구,두류3동,55~59세,732,342,390
달서구,두류3동,60~64세,756,356,400
달서구,두류3동,65~69세,729,333,396
달서구,두류3동,70~74세,547,240,307
달서구,두류3동,75~79세,453,192,261
달서구,두류3동,80~84세,344,140,204
달서구,두류3동,85~89세,172,59,113
달서구,두류3동,90~94세,49,16,33
달서구,두류3동,95~99세,8,3,5
달서구,두류3동,100세이상,2,-,2
달서구,본리동,0~4세,749,383,366
달서구,본리동,5~9세,"1,007",497,510
달서구,본리동,10~14세,"1,294",652,642
달서구,본리동,15~19세,"1,105",521,584
달서구,본리동,20~24세,"1,008",521,487
달서구,본리동,25~29세,"1,175",623,552
달서구,본리동,30~34세,"1,677",892,785
달서구,본리동,35~39세,"1,539",817,722
달서구,본리동,40~44세,"1,881",947,934
달서구,본리동,45~49세,"1,910",902,"1,008"
달서구,본리동,50~54세,"2,016",998,"1,018"
달서구,본리동,55~59세,"1,921",882,"1,039"
달서구,본리동,60~64세,"1,828",885,943
달서구,본리동,65~69세,"1,402",656,746
달서구,본리동,70~74세,890,433,457
달서구,본리동,75~79세,515,262,253
달서구,본리동,80~84세,326,130,196
달서구,본리동,85~89세,188,60,128
달서구,본리동,90~94세,66,16,50
달서구,본리동,95~99세,11,-,11
달서구,본리동,100세이상,-,-,-
달서구,감삼동,0~4세,"1,025",519,506
달서구,감삼동,5~9세,"1,467",740,727
달서구,감삼동,10~14세,"1,407",698,709
달서구,감삼동,15~19세,"1,290",611,679
달서구,감삼동,20~24세,"1,632",854,778
달서구,감삼동,25~29세,"2,110","1,041","1,069"
달서구,감삼동,30~34세,"2,524","1,284","1,240"
달서구,감삼동,35~39세,"2,198","1,133","1,065"
달서구,감삼동,40~44세,"2,486","1,252","1,234"
달서구,감삼동,45~49세,"2,165","1,076","1,089"
달서구,감삼동,50~54세,"2,632","1,191","1,441"
달서구,감삼동,55~59세,"2,690","1,280","1,410"
달서구,감삼동,60~64세,"2,426","1,186","1,240"
달서구,감삼동,65~69세,"1,818",862,956
달서구,감삼동,70~74세,"1,177",537,640
달서구,감삼동,75~79세,750,347,403
달서구,감삼동,80~84세,501,217,284
달서구,감삼동,85~89세,238,93,145
달서구,감삼동,90~94세,60,13,47
달서구,감삼동,95~99세,17,6,11
달서구,감삼동,100세이상,-,-,-
달서구,죽전동,0~4세,347,168,179
달서구,죽전동,5~9세,327,158,169
달서구,죽전동,10~14세,381,192,189
달서구,죽전동,15~19세,463,232,231
달서구,죽전동,20~24세,757,367,390
달서구,죽전동,25~29세,"1,215",610,605
달서구,죽전동,30~34세,"1,275",695,580
달서구,죽전동,35~39세,959,556,403
달서구,죽전동,40~44세,913,485,428
달서구,죽전동,45~49세,866,438,428
달서구,죽전동,50~54세,"1,198",570,628
달서구,죽전동,55~59세,"1,303",621,682
달서구,죽전동,60~64세,"1,471",683,788
달서구,죽전동,65~69세,"1,156",541,615
달서구,죽전동,70~74세,729,346,383
달서구,죽전동,75~79세,445,206,239
달서구,죽전동,80~84세,324,124,200
달서구,죽전동,85~89세,172,52,120
달서구,죽전동,90~94세,56,16,40
달서구,죽전동,95~99세,4,3,1
달서구,죽전동,100세이상,2,-,2
달서구,장기동,0~4세,328,164,164
달서구,장기동,5~9세,511,278,233
달서구,장기동,10~14세,663,332,331
달서구,장기동,15~19세,722,369,353
달서구,장기동,20~24세,830,446,384
달서구,장기동,25~29세,"1,055",555,500
달서구,장기동,30~34세,"1,053",567,486
달서구,장기동,35~39세,812,424,388
달서구,장기동,40~44세,"1,110",570,540
달서구,장기동,45~49세,"1,136",556,580
달서구,장기동,50~54세,"1,443",649,794
달서구,장기동,55~59세,"1,591",754,837
달서구,장기동,60~64세,"1,470",691,779
달서구,장기동,65~69세,"1,083",497,586
달서구,장기동,70~74세,792,377,415
달서구,장기동,75~79세,474,202,272
달서구,장기동,80~84세,342,118,224
달서구,장기동,85~89세,163,51,112
달서구,장기동,90~94세,55,14,41
달서구,장기동,95~99세,6,1,5
달서구,장기동,100세이상,1,-,1
달서구,용산1동,0~4세,488,251,237
달서구,용산1동,5~9세,765,404,361
달서구,용산1동,10~14세,"1,247",615,632
달서구,용산1동,15~19세,"1,561",824,737
달서구,용산1동,20~24세,"1,870","1,018",852
달서구,용산1동,25~29세,"2,126","1,158",968
달서구,용산1동,30~34세,"1,808","1,007",801
달서구,용산1동,35~39세,"1,340",724,616
달서구,용산1동,40~44세,"1,607",777,830
달서구,용산1동,45~49세,"2,166",982,"1,184"
달서구,용산1동,50~54세,"3,076","1,444","1,632"
달서구,용산1동,55~59세,"3,378","1,629","1,749"
달서구,용산1동,60~64세,"2,888","1,500","1,388"
달서구,용산1동,65~69세,"1,845",953,892
달서구,용산1동,70~74세,"1,096",480,616
달서구,용산1동,75~79세,746,351,395
달서구,용산1동,80~84세,556,226,330
달서구,용산1동,85~89세,297,104,193
달서구,용산1동,90~94세,70,15,55
달서구,용산1동,95~99세,10,2,8
달서구,용산1동,100세이상,2,1,1
달서구,용산2동,0~4세,341,166,175
달서구,용산2동,5~9세,692,364,328
달서구,용산2동,10~14세,"1,009",544,465
달서구,용산2동,15~19세,"1,212",637,575
달서구,용산2동,20~24세,"1,500",817,683
달서구,용산2동,25~29세,"1,789",989,800
달서구,용산2동,30~34세,"1,570",878,692
달서구,용산2동,35~39세,"1,144",645,499
달서구,용산2동,40~44세,"1,510",760,750
달서구,용산2동,45~49세,"1,814",852,962
달서구,용산2동,50~54세,"2,681","1,199","1,482"
달서구,용산2동,55~59세,"3,205","1,526","1,679"
달서구,용산2동,60~64세,"2,885","1,443","1,442"
달서구,용산2동,65~69세,"1,794",934,860
달서구,용산2동,70~74세,972,469,503
달서구,용산2동,75~79세,648,271,377
달서구,용산2동,80~84세,535,201,334
달서구,용산2동,85~89세,279,88,191
달서구,용산2동,90~94세,70,22,48
달서구,용산2동,95~99세,12,1,11
달서구,용산2동,100세이상,2,-,2
달서구,이곡1동,0~4세,280,157,123
달서구,이곡1동,5~9세,535,288,247
달서구,이곡1동,10~14세,743,367,376
달서구,이곡1동,15~19세,972,476,496
달서구,이곡1동,20~24세,"1,384",768,616
달서구,이곡1동,25~29세,"1,619",891,728
달서구,이곡1동,30~34세,"1,367",765,602
달서구,이곡1동,35~39세,948,527,421
달서구,이곡1동,40~44세,"1,096",545,551
달서구,이곡1동,45~49세,"1,472",683,789
달서구,이곡1동,50~54세,"2,088",954,"1,134"
달서구,이곡1동,55~59세,"2,580","1,232","1,348"
달서구,이곡1동,60~64세,"2,082","1,058","1,024"
달서구,이곡1동,65~69세,"1,312",682,630
달서구,이곡1동,70~74세,804,369,435
달서구,이곡1동,75~79세,525,221,304
달서구,이곡1동,80~84세,369,145,224
달서구,이곡1동,85~89세,221,63,158
달서구,이곡1동,90~94세,72,18,54
달서구,이곡1동,95~99세,14,3,11
달서구,이곡1동,100세이상,2,-,2
달서구,이곡2동,0~4세,191,109,82
달서구,이곡2동,5~9세,342,183,159
달서구,이곡2동,10~14세,439,212,227
달서구,이곡2동,15~19세,553,284,269
달서구,이곡2동,20~24세,813,448,365
달서구,이곡2동,25~29세,991,544,447
달서구,이곡2동,30~34세,980,568,412
달서구,이곡2동,35~39세,739,418,321
달서구,이곡2동,40~44세,869,467,402
달서구,이곡2동,45~49세,929,460,469
달서구,이곡2동,50~54세,"1,427",699,728
달서구,이곡2동,55~59세,"1,594",730,864
달서구,이곡2동,60~64세,"1,717",816,901
달서구,이곡2동,65~69세,"1,400",707,693
달서구,이곡2동,70~74세,740,369,371
달서구,이곡2동,75~79세,459,214,245
달서구,이곡2동,80~84세,329,126,203
달서구,이곡2동,85~89세,138,46,92
달서구,이곡2동,90~94세,41,11,30
달서구,이곡2동,95~99세,6,1,5
달서구,이곡2동,100세이상,2,-,2
달서구,신당동,0~4세,356,180,176
달서구,신당동,5~9세,487,254,233
달서구,신당동,10~14세,724,392,332
달서구,신당동,15~19세,"1,064",504,560
달서구,신당동,20~24세,"3,809","1,752","2,057"
달서구,신당동,25~29세,"2,655","1,467","1,188"
달서구,신당동,30~34세,"1,837","1,153",684
달서구,신당동,35~39세,"1,231",714,517
달서구,신당동,40~44세,"1,331",741,590
달서구,신당동,45~49세,"1,693",897,796
달서구,신당동,50~54세,"2,585","1,290","1,295"
달서구,신당동,55~59세,"2,942","1,481","1,461"
달서구,신당동,60~64세,"2,659","1,349","1,310"
달서구,신당동,65~69세,"1,930",980,950
달서구,신당동,70~74세,"1,194",509,685
달서구,신당동,75~79세,936,413,523
달서구,신당동,80~84세,646,220,426
달서구,신당동,85~89세,406,117,289
달서구,신당동,90~94세,109,18,91
달서구,신당동,95~99세,28,5,23
달서구,신당동,100세이상,2,1,1
달서구,월성1동,0~4세,"1,119",593,526
달서구,월성1동,5~9세,"2,473","1,229","1,244"
달서구,월성1동,10~14세,"3,877","1,953","1,924"
달서구,월성1동,15~19세,"3,629","1,851","1,778"
달서구,월성1동,20~24세,"2,488","1,336","1,152"
달서구,월성1동,25~29세,"1,585",874,711
달서구,월성1동,30~34세,"1,577",767,810
달서구,월성1동,35~39세,"2,108",978,"1,130"
달서구,월성1동,40~44세,"3,799","1,654","2,145"
달서구,월성1동,45~49세,"4,838","2,223","2,615"
달서구,월성1동,50~54세,"4,503","2,247","2,256"
달서구,월성1동,55~59세,"2,756","1,481","1,275"
달서구,월성1동,60~64세,"1,766",878,888
달서구,월성1동,65~69세,"1,357",622,735
달서구,월성1동,70~74세,927,428,499
달서구,월성1동,75~79세,617,281,336
달서구,월성1동,80~84세,385,155,230
달서구,월성1동,85~89세,203,67,136
달서구,월성1동,90~94세,101,27,74
달서구,월성1동,95~99세,17,2,15
달서구,월성1동,100세이상,-,-,-
달서구,월성2동,0~4세,102,45,57
달서구,월성2동,5~9세,213,117,96
달서구,월성2동,10~14세,382,204,178
달서구,월성2동,15~19세,445,221,224
달서구,월성2동,20~24세,601,363,238
달서구,월성2동,25~29세,662,343,319
달서구,월성2동,30~34세,566,336,230
달서구,월성2동,35~39세,423,241,182
달서구,월성2동,40~44세,624,310,314
달서구,월성2동,45~49세,911,459,452
달서구,월성2동,50~54세,"1,240",620,620
달서구,월성2동,55~59세,"1,408",691,717
달서구,월성2동,60~64세,"1,436",712,724
달서구,월성2동,65~69세,"1,500",652,848
달서구,월성2동,70~74세,"1,318",556,762
달서구,월성2동,75~79세,946,360,586
달서구,월성2동,80~84세,691,220,471
달서구,월성2동,85~89세,407,114,293
달서구,월성2동,90~94세,124,27,97
달서구,월성2동,95~99세,15,4,11
달서구,월성2동,100세이상,1,-,1
달서구,진천동,0~4세,"1,190",610,580
달서구,진천동,5~9세,"2,049","1,039","1,010"
달서구,진천동,10~14세,"2,276","1,171","1,105"
달서구,진천동,15~19세,"2,358","1,251","1,107"
달서구,진천동,20~24세,"2,657","1,445","1,212"
달서구,진천동,25~29세,"3,055","1,615","1,440"
달서구,진천동,30~34세,"3,116","1,703","1,413"
달서구,진천동,35~39세,"2,828","1,472","1,356"
달서구,진천동,40~44세,"3,647","1,797","1,850"
달서구,진천동,45~49세,"3,712","1,742","1,970"
달서구,진천동,50~54세,"4,556","2,148","2,408"
달서구,진천동,55~59세,"4,579","2,114","2,465"
달서구,진천동,60~64세,"4,417","2,064","2,353"
달서구,진천동,65~69세,"3,531","1,678","1,853"
달서구,진천동,70~74세,"2,293","1,068","1,225"
달서구,진천동,75~79세,"1,513",675,838
달서구,진천동,80~84세,"1,071",433,638
달서구,진천동,85~89세,627,202,425
달서구,진천동,90~94세,212,49,163
달서구,진천동,95~99세,40,3,37
달서구,진천동,100세이상,2,1,1
달서구,유천동,0~4세,"1,565",829,736
달서구,유천동,5~9세,"3,111","1,584","1,527"
달서구,유천동,10~14세,"3,335","1,684","1,651"
달서구,유천동,15~19세,"2,301","1,207","1,094"
달서구,유천동,20~24세,"1,417",743,674
달서구,유천동,25~29세,"1,069",527,542
달서구,유천동,30~34세,"1,810",820,990
달서구,유천동,35~39세,"2,940","1,366","1,574"
달서구,유천동,40~44세,"4,210","1,943","2,267"
달서구,유천동,45~49세,"3,672","1,853","1,819"
달서구,유천동,50~54세,"2,764","1,434","1,330"
달서구,유천동,55~59세,"1,687",855,832
달서구,유천동,60~64세,"1,196",585,611
달서구,유천동,65~69세,979,457,522
달서구,유천동,70~74세,533,255,278
달서구,유천동,75~79세,321,133,188
달서구,유천동,80~84세,218,98,120
달서구,유천동,85~89세,81,25,56
달서구,유천동,90~94세,30,9,21
달서구,유천동,95~99세,5,-,5
달서구,유천동,100세이상,2,-,2
달서구,상인1동,0~4세,634,321,313
달서구,상인1동,5~9세,"1,206",612,594
달서구,상인1동,10~14세,"1,705",887,818
달서구,상인1동,15~19세,"2,066","1,159",907
달서구,상인1동,20~24세,"2,033","1,148",885
달서구,상인1동,25~29세,"1,897","1,035",862
달서구,상인1동,30~34세,"1,701",890,811
달서구,상인1동,35~39세,"1,460",732,728
달서구,상인1동,40~44세,"2,071",956,"1,115"
달서구,상인1동,45~49세,"2,532","1,136","1,396"
달서구,상인1동,50~54세,"3,229","1,416","1,813"
달서구,상인1동,55~59세,"3,150","1,478","1,672"
달서구,상인1동,60~64세,"3,050","1,421","1,629"
달서구,상인1동,65~69세,"2,471","1,159","1,312"
달서구,상인1동,70~74세,"1,565",743,822
달서구,상인1동,75~79세,"1,034",462,572
달서구,상인1동,80~84세,685,269,416
달서구,상인1동,85~89세,439,160,279
달서구,상인1동,90~94세,148,38,110
달서구,상인1동,95~99세,33,6,27
달서구,상인1동,100세이상,2,-,2
달서구,상인2동,0~4세,331,186,145
달서구,상인2동,5~9세,416,224,192
달서구,상인2동,10~14세,549,284,265
달서구,상인2동,15~19세,603,332,271
달서구,상인2동,20~24세,917,460,457
달서구,상인2동,25~29세,"1,554",806,748
달서구,상인2동,30~34세,"1,455",850,605
달서구,상인2동,35~39세,"1,041",601,440
달서구,상인2동,40~44세,"1,030",534,496
달서구,상인2동,45~49세,"1,017",491,526
달서구,상인2동,50~54세,"1,390",636,754
달서구,상인2동,55~59세,"1,654",734,920
달서구,상인2동,60~64세,"1,871",861,"1,010"
달서구,상인2동,65~69세,"1,472",667,805
달서구,상인2동,70~74세,913,443,470
달서구,상인2동,75~79세,576,257,319
달서구,상인2동,80~84세,416,157,259
달서구,상인2동,85~89세,267,78,189
달서구,상인2동,90~94세,61,16,45
달서구,상인2동,95~99세,13,1,12
달서구,상인2동,100세이상,-,-,-
달서구,상인3동,0~4세,65,37,28
달서구,상인3동,5~9세,123,71,52
달서구,상인3동,10~14세,155,78,77
달서구,상인3동,15~19세,237,131,106
달서구,상인3동,20~24세,308,168,140
달서구,상인3동,25~29세,409,233,176
달서구,상인3동,30~34세,397,240,157
달서구,상인3동,35~39세,375,220,155
달서구,상인3동,40~44세,455,250,205
달서구,상인3동,45~49세,450,238,212
달서구,상인3동,50~54세,693,352,341
달서구,상인3동,55~59세,944,434,510
달서구,상인3동,60~64세,"1,320",585,735
달서구,상인3동,65~69세,"1,361",632,729
달서구,상인3동,70~74세,"1,043",462,581
달서구,상인3동,75~79세,643,307,336
달서구,상인3동,80~84세,521,165,356
달서구,상인3동,85~89세,276,66,210
달서구,상인3동,90~94세,113,23,90
달서구,상인3동,95~99세,20,4,16
달서구,상인3동,100세이상,5,1,4
달서구,도원동,0~4세,421,215,206
달서구,도원동,5~9세,894,461,433
달서구,도원동,10~14세,"1,267",655,612
달서구,도원동,15~19세,"1,466",762,704
달서구,도원동,20~24세,"1,675",913,762
달서구,도원동,25~29세,"1,835",973,862
달서구,도원동,30~34세,"1,651",925,726
달서구,도원동,35~39세,"1,429",740,689
달서구,도원동,40~44세,"1,876",889,987
달서구,도원동,45~49세,"2,085",985,"1,100"
달서구,도원동,50~54세,"2,919","1,314","1,605"
달서구,도원동,55~59세,"3,452","1,521","1,931"
달서구,도원동,60~64세,"3,667","1,670","1,997"
달서구,도원동,65~69세,"3,143","1,501","1,642"
달서구,도원동,70~74세,"1,792",851,941
달서구,도원동,75~79세,"1,132",494,638
달서구,도원동,80~84세,770,292,478
달서구,도원동,85~89세,513,150,363
달서구,도원동,90~94세,139,47,92
달서구,도원동,95~99세,22,3,19
달서구,도원동,100세이상,6,2,4
달서구,송현1동,0~4세,157,76,81
달서구,송현1동,5~9세,290,158,132
달서구,송현1동,10~14세,422,209,213
달서구,송현1동,15~19세,476,264,212
달서구,송현1동,20~24세,787,386,401
달서구,송현1동,25~29세,"1,184",627,557
달서구,송현1동,30~34세,"1,016",566,450
달서구,송현1동,35~39세,769,457,312
달서구,송현1동,40~44세,935,509,426
달서구,송현1동,45~49세,986,535,451
달서구,송현1동,50~54세,"1,439",722,717
달서구,송현1동,55~59세,"1,726",836,890
달서구,송현1동,60~64세,"1,768",872,896
달서구,송현1동,65~69세,"1,621",771,850
달서구,송현1동,70~74세,"1,166",511,655
달서구,송현1동,75~79세,809,376,433
달서구,송현1동,80~84세,618,270,348
달서구,송현1동,85~89세,304,105,199
달서구,송현1동,90~94세,103,32,71
달서구,송현1동,95~99세,23,4,19
달서구,송현1동,100세이상,2,1,1
달서구,송현2동,0~4세,332,167,165
달서구,송현2동,5~9세,367,179,188
달서구,송현2동,10~14세,465,220,245
달서구,송현2동,15~19세,578,276,302
달서구,송현2동,20~24세,838,432,406
달서구,송현2동,25~29세,"1,083",540,543
달서구,송현2동,30~34세,"1,235",688,547
달서구,송현2동,35~39세,930,515,415
달서구,송현2동,40~44세,"1,074",555,519
달서구,송현2동,45~49세,"1,126",571,555
달서구,송현2동,50~54세,"1,471",735,736
달서구,송현2동,55~59세,"1,692",771,921
달서구,송현2동,60~64세,"1,867",879,988
달서구,송현2동,65~69세,"1,851",837,"1,014"
달서구,송현2동,70~74세,"1,287",586,701
달서구,송현2동,75~79세,874,348,526
달서구,송현2동,80~84세,723,278,445
달서구,송현2동,85~89세,386,125,261
달서구,송현2동,90~94세,142,39,103
달서구,송현2동,95~99세,29,5,24
달서구,송현2동,100세이상,1,-,1
달서구,본동,0~4세,200,102,98
달서구,본동,5~9세,247,129,118
달서구,본동,10~14세,380,210,170
달서구,본동,15~19세,412,217,195
달서구,본동,20~24세,517,284,233
달서구,본동,25~29세,721,376,345
달서구,본동,30~34세,736,430,306
달서구,본동,35~39세,610,333,277
달서구,본동,40~44세,726,396,330
달서구,본동,45~49세,815,414,401
달서구,본동,50~54세,"1,047",550,497
달서구,본동,55~59세,"1,151",567,584
달서구,본동,60~64세,"1,222",571,651
달서구,본동,65~69세,"1,107",496,611
달서구,본동,70~74세,770,344,426
달서구,본동,75~79세,480,211,269
달서구,본동,80~84세,371,126,245
달서구,본동,85~89세,217,58,159
달서구,본동,90~94세,74,13,61
달서구,본동,95~99세,21,5,16
달서구,본동,100세이상,-,-,-
달성군,소계,0~4세,"8,908","4,484","4,424"
달성군,소계,5~9세,"13,719","6,978","6,741"
달성군,소계,10~14세,"14,808","7,624","7,184"
달성군,소계,15~19세,"11,792","6,127","5,665"
달성군,소계,20~24세,"10,575","5,867","4,708"
달성군,소계,25~29세,"13,255","7,454","5,801"
달성군,소계,30~34세,"16,579","8,905","7,674"
달성군,소계,35~39세,"18,319","9,738","8,581"
달성군,소계,40~44세,"23,300","11,980","11,320"
달성군,소계,45~49세,"21,131","10,983","10,148"
달성군,소계,50~54세,"21,124","10,902","10,222"
달성군,소계,55~59세,"20,723","10,102","10,621"
달성군,소계,60~64세,"20,365","10,137","10,228"
달성군,소계,65~69세,"16,599","8,135","8,464"
달성군,소계,70~74세,"10,513","5,055","5,458"
달성군,소계,75~79세,"7,055","3,259","3,796"
달성군,소계,80~84세,"4,880","1,818","3,062"
달성군,소계,85~89세,"2,744",833,"1,911"
달성군,소계,90~94세,985,199,786
달성군,소계,95~99세,183,29,154
달성군,소계,100세이상,23,4,19
달성군,화원읍,0~4세,969,483,486
달성군,화원읍,5~9세,"1,356",720,636
달성군,화원읍,10~14세,"1,777",922,855
달성군,화원읍,15~19세,"2,064","1,063","1,001"
달성군,화원읍,20~24세,"2,403","1,318","1,085"
달성군,화원읍,25~29세,"2,720","1,501","1,219"
달성군,화원읍,30~34세,"2,702","1,468","1,234"
달성군,화원읍,35~39세,"2,243","1,239","1,004"
달성군,화원읍,40~44세,"2,647","1,337","1,310"
달성군,화원읍,45~49세,"3,041","1,478","1,563"
달성군,화원읍,50~54세,"4,330","2,033","2,297"
달성군,화원읍,55~59세,"4,988","2,359","2,629"
달성군,화원읍,60~64세,"4,947","2,361","2,586"
달성군,화원읍,65~69세,"3,911","1,932","1,979"
달성군,화원읍,70~74세,"2,436","1,124","1,312"
달성군,화원읍,75~79세,"1,609",742,867
달성군,화원읍,80~84세,"1,158",448,710
달성군,화원읍,85~89세,550,197,353
달성군,화원읍,90~94세,208,45,163
달성군,화원읍,95~99세,30,8,22
달성군,화원읍,100세이상,1,-,1
달성군,논공읍,0~4세,289,145,144
달성군,논공읍,5~9세,401,197,204
달성군,논공읍,10~14세,537,278,259
달성군,논공읍,15~19세,606,317,289
달성군,논공읍,20~24세,695,420,275
달성군,논공읍,25~29세,786,504,282
달성군,논공읍,30~34세,792,485,307
달성군,논공읍,35~39세,708,396,312
달성군,논공읍,40~44세,951,518,433
달성군,논공읍,45~49세,"1,172",654,518
달성군,논공읍,50~54세,"1,735",985,750
달성군,논공읍,55~59세,"1,860","1,012",848
달성군,논공읍,60~64세,"1,710",968,742
달성군,논공읍,65~69세,"1,289",684,605
달성군,논공읍,70~74세,749,371,378
달성군,논공읍,75~79세,548,241,307
달성군,논공읍,80~84세,431,129,302
달성군,논공읍,85~89세,260,79,181
달성군,논공읍,90~94세,88,13,75
달성군,논공읍,95~99세,11,1,10
달성군,논공읍,100세이상,-,-,-
달성군,다사읍,0~4세,"3,595","1,845","1,750"
달성군,다사읍,5~9세,"5,688","2,861","2,827"
달성군,다사읍,10~14세,"6,279","3,216","3,063"
달성군,다사읍,15~19세,"4,687","2,446","2,241"
